date,content,total_minutes
2023-06-23,眼科システム感染症登録　ID87406,5.0
2023-06-24,医療秘書課2023年2四半期行動計画作成　930-1100,100.0
2023-06-24,翌週の手術指示確認,20.0
2023-06-24,6/26小牧さん業務内容の説明準備,20.0
2023-06-24,トーリックIOL該当なしの対応(石黒さん),20.0
2023-06-24,眼内レンズ変更時のカルテ記載依頼(植田センター長),10.0
2023-06-24,整形外科金曜夕方（鴨林さん）、第3土曜の非常勤医師クラーク（大代さん）透析は白岡さん,10.0
2023-06-24,レターケース/OBC/メール確認　1130,10.0
2023-06-24,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-24,芳村先生10/4～10/6の予約枠開放,10.0
2023-06-26,医療秘書課2023年度第2四半期行動計画作成 930-1100　1400-1530,190.0
2023-06-26,日本メディカルAI学会出張費用と年会費の出金　1130,20.0
2023-06-26,食事オーダーの相談（花崎さん）,20.0
2023-06-26,9月以降の勤務の相談（松島さん）,20.0
2023-06-26,翌週の手術指示確認,20.0
2023-06-26,医療秘書課夕礼　1610-1620　小牧さん復帰は明日以降,20.0
2023-06-26,実習施設承諾書の依頼（真鍋院長）,10.0
2023-06-26,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-26,眼科紹介状確認 1通,10.0
2023-06-26,耳鼻科書類の相談（石黒さん）,10.0
2023-06-26,水曜夕方のクラークの相談（看護部）,10.0
2023-06-26,レターケース/OBC/メール確認　1130,10.0
2023-06-26,自分の印鑑のインク補充,5.0
2023-06-27,翌週の手術指示確認,20.0
2023-06-27,レターケース/OBC/メール確認　1130,10.0
2023-06-27,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-28,会合の録画視聴とお礼状,90.0
2023-06-28,翌週の手術指示確認ファイル設定,60.0
2023-06-28,業務内容の説明(小牧さん)　職員図書室　東京バナナ渡す,30.0
2023-06-28,勤務の相談（白岡さん）,30.0
2023-06-28,アイセンタークラーク会合議事録作成と配信,20.0
2023-06-28,翌週の手術指示確認,20.0
2023-06-28,アイセンター外来診察介助一覧再配信　7/26夕方は医療秘書課クラーク,10.0
2023-06-28,小牧さんからのお菓子（医療秘書課）,10.0
2023-06-28,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-28,小牧さんPHSの申請,10.0
2023-06-28,たこせんべいのお礼（山本さん）,10.0
2023-06-28,一時置き業務ファイル整理,10.0
2023-06-28,鈴木先生のパスワード変更（中野さん）,10.0
2023-06-28,白岡さん7月の勤務変更,10.0
2023-06-28,医療秘書課昇格手続き（濱名課長）,10.0
2023-06-28,レターケース/OBC/メール確認　1130,10.0
2023-06-28,ウエルシアからのFAX対応(高宮さん),10.0
2023-06-28,アイセンター外来幹部会合議事録配信,5.0
2023-06-28,自分の印鑑のインク補充,5.0
2023-06-29,ウエルシアへの回答(橋本副院長)　まず電話で確認,20.0
2023-06-29,松島さん正職員希望（植田センター長）,20.0
2023-06-29,先月のADRデータ提出,20.0
2023-06-29,紹介先の問い合わせ　すがわらなおこ様,20.0
2023-06-29,翌週の手術指示確認,20.0
2023-06-29,角膜電気分解の段取り　8月中　小林先生→オペ室(濱田先生)→橋本副院長に報告,20.0
2023-06-29,小牧さんOBCの申請説明　画面左上の項目で切り替え,10.0
2023-06-29,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-29,全麻手術登録確認　ID57617　1030,10.0
2023-06-29,レターケース/OBC/メール確認　1130,10.0
2023-06-29,自分の印鑑のインク補充,5.0
2023-06-30,2023年医療秘書学科実習の準備　930-1100,100.0
2023-06-30,翌週の手術指示確認,20.0
2023-06-30,眼科紹介状確認 2通,20.0
2023-06-30,翌日の予定確認とwill doリスト作成　1910,10.0
2023-06-30,松島さん正職員希望の相談（植田センター長）,10.0
2023-06-30,ウエルシアからの回答(橋本副院長)　連絡待ち,10.0
2023-06-30,レターケース/OBC/メール確認　1130,10.0
2023-06-30,角膜電気分解の段取り　8/17　小林先生→オペ室(濱田先生)→橋本副院長に報告,10.0
2023-06-30,実習生の来院日変更(北山さん)　7/4か7/6　10時　連絡待ち,10.0
2023-07-01,2023年医療秘書学科実習の準備　1000-1130,100.0
2023-07-01,鈴木先生論文査読データ収集準備,90.0
2023-07-01,翌週の手術指示確認,20.0
2023-07-01,EasyOCR_Sの稼働テスト　事務系PC　電子カルテPC,20.0
2023-07-01,vivityの準備　オーダーボタンなど,20.0
2023-07-01,眼科紹介状確認 1通　HFAつける,10.0
2023-07-01,レターケース/OBC/メール確認　1130,10.0
2023-07-01,眼科紹介状確認 1通,10.0
2023-07-01,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-01,松島さん正職員希望の回答,10.0
2023-07-01,翌月のスケジュール登録,10.0
2023-07-01,翌月の業務記録作成,10.0
2023-07-03,鈴木先生論文査読データ収集準備　1030-1200  1730-1900,190.0
2023-07-03,2023年医療秘書学科実習の準備,30.0
2023-07-03,翌週の手術指示確認,20.0
2023-07-03,テサラクトのインストール確認　オフライン下,20.0
2023-07-03,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-03,松島さん正職員希望の回答,10.0
2023-07-03,角膜電気分解の段取り　8/17　小林先生→橋本副院長に報告（澤田さん） 午前中,10.0
2023-07-03,鈴木先生データ入力依頼（石黒さん）,10.0
2023-07-03,7/6午後透析依頼（花崎さん）,10.0
2023-07-03,眼科手術登録の相談（中野さん）,10.0
2023-07-03,金大紹介状作成　ID162839,10.0
2023-07-03,GS安否確認の説明（小牧さん）,10.0
2023-07-03,アイセンター非常勤医師勤務記録の確認と提出,10.0
2023-07-03,OA2000再検査後にトーリックIOL発注　ID1905　午前中,10.0
2023-07-03,アイセンター外来幹部会合7/24に変更(楯科長),10.0
2023-07-03,レターケース/OBC/メール確認　1130,10.0
2023-07-03,アイセンター外来幹部会合の日程連絡 7/24に変更　GS施設予約編集,5.0
2023-07-03,お菓子のお礼（白岡さん）,5.0
2023-07-04,鈴木先生論文査読データ収集準備,180.0
2023-07-04,2023年医療秘書学科実習の準備　900-1030,100.0
2023-07-04,金大紹介状作成　ID162839,30.0
2023-07-04,翌週の手術指示確認,20.0
2023-07-04,レターケース/OBC/メール確認　1130,10.0
2023-07-04,角膜電気分解の段取り　8/17　10時　橋本副院長と看護部に報告,10.0
2023-07-04,石田先生と鈴木先生の給与データ報告,10.0
2023-07-04,トーリックIOLカリキュレーターの取り込み,10.0
2023-07-04,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-04,眼科即入対応　1件,10.0
2023-07-05,岩口先生のクラーク業務 900-1200,180.0
2023-07-05,2023年医療秘書学科実習の準備　1630-1800,100.0
2023-07-05,翌週の手術指示確認,20.0
2023-07-05,金大紹介状作成　ID162839,20.0
2023-07-05,眼科即入対応1件,20.0
2023-07-05,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-05,今月の不在連絡と勤務申請(医療秘書課)(Gganka),10.0
2023-07-05,トーリックIOLの説明（山本さん）,10.0
2023-07-05,レターケース/OBC/メール確認　1130,10.0
2023-07-06,2023年医療秘書学科実習の準備　900-1030,100.0
2023-07-06,第1回多職種役割分担推進会議開催準備,30.0
2023-07-06,医師事務作業補助体制加算施設基準の確認(医事課)　7/8まで,20.0
2023-07-06,アイセンターローコスト活動の報告（福留副科長）　7/6まで,10.0
2023-07-06,翌日の予定確認とwill doリスト作成　1140,10.0
2023-07-06,開けないExcelファイルの確認　事務系PCから送信（白岡さん）,10.0
2023-07-06,金大紹介状作成　ID162839　送付状の準備,10.0
2023-07-06,レターケース/OBC/メール確認　1130,10.0
2023-07-07,鈴木先生のクラーク業務 1650-1950,200.0
2023-07-07,2023年医療秘書学科実習の準備　900-1030,100.0
2023-07-07,手術費用の相談（花崎さん）,20.0
2023-07-07,眼科入院手術登録の対応　5件,20.0
2023-07-07,眼科紹介状の連絡　ID162839　1630,10.0
2023-07-07,トーリックIOL発注確認,10.0
2023-07-07,レターケース/OBC/メール確認　1130,10.0
2023-07-07,眼科紹介状確認 2通,10.0
2023-07-07,橋本副院長最終返書ファイル確認,10.0
2023-07-07,2023年度の計画をGS掲示板とMLにアップ,10.0
2023-07-07,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-07,認知症ケア会合のメンバー（小牧さん）,5.0
2023-07-08,2023年医療秘書学科実習の準備　900-1030　1500-1600,160.0
2023-07-08,レターケース/OBC/メール確認　1130,10.0
2023-07-08,翌週の予定確認とwill doリスト作成　1140,10.0
2023-07-08,石田先生と鈴木先生の金曜日の診察人数確認,5.0
2023-07-08,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-07-10,2023年医療秘書学科実習の準備　830-1000 1330-1500,280.0
2023-07-10,お礼状の下書き,20.0
2023-07-10,耳鼻咽喉科診断書の相談(石黒さん),20.0
2023-07-10,翌日の予定確認とwill doリスト作成　1710,10.0
2023-07-10,本日の業務整理,10.0
2023-07-10,レターケース/OBC/メール確認　1130,10.0
2023-07-10,トーリックIOL発注確認,10.0
2023-07-10,鈴木先生の土曜日の診察人数確認,5.0
2023-07-11,2023年医療秘書学科実習の準備　900-1030,80.0
2023-07-11,オンライン診療の打ち合わせ(中会議室)　1100-1145,60.0
2023-07-11,GS施設予約の誤登録対応,20.0
2023-07-11,翌日の予定確認とwill doリスト作成,10.0
2023-07-11,オンライン診療の打ち合わせ準備,10.0
2023-07-11,レターケース/OBC/メール確認,10.0
2023-07-11,実習生にあいさつと研修記録の返却,5.0
2023-07-12,リーダー研修(大講堂)　1330-1530,150.0
2023-07-12,2023年医療秘書学科実習の準備　930-1100,70.0
2023-07-12,7月定例報告（郷倉課長）　多焦点IOL　7/15まで,30.0
2023-07-12,翌週の手術指示確認,20.0
2023-07-12,渡辺先生火曜日午前1枠ずつ合計6枠予約追加（福留副科長）　メールでの依頼2件あり,20.0
2023-07-12,リーダー研修の準備　目標の振り返り,20.0
2023-07-12,バビースモ市販後調査の登録確認　前週土～今週金曜　ID167993,10.0
2023-07-12,昨日の実習の様子（高宮さん）,10.0
2023-07-12,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-12,レターケース/OBC/メール確認　1130,10.0
2023-07-12,実習生にあいさつ　進め方の相談,10.0
2023-07-12,提出書類フォルダの整理,10.0
2023-07-12,7/8鈴木先生の給与計算（植田センター長）,10.0
2023-07-12,今月の業務記録作成,5.0
2023-07-12,オンライン診療の資料スキャン,5.0
2023-07-13,2023年医療秘書学科実習の準備　900-1100,130.0
2023-07-13,垣内先生便潜血陽性大腸癌の件数（白岡さん） データ内容と期限の確認,10.0
2023-07-13,レターケース/OBC/メール確認　1130,10.0
2023-07-13,目標チャレンジシートの更新　診断書,10.0
2023-07-13,翌日の予定確認とwill doリスト作成　1140,10.0
2023-07-13,実習記録の返却（北山さん）,10.0
2023-07-13,大雨の被害状況の確認（アイセンター）（わかばカンファレンス室）,10.0
2023-07-13,大雨の被害状況の確認報告　報告先の確認　1030,10.0
2023-07-14,当院のタスクシフトの状況報告,100.0
2023-07-14,小林先生眼科診療情報提供　瀬上様（橋本副院長）,70.0
2023-07-14,小林先生のクラーク業務　倒像レンズ14D　点眼と器材確認　1630-1700,60.0
2023-07-14,書類の相談　コロナ副反応疑い報告書（石黒さん）,30.0
2023-07-14,目標チャレンジシートの更新と四半期の振り返り　7/15まで,30.0
2023-07-14,全体朝礼　830-840,10.0
2023-07-14,実習状況の確認（中野さん）,10.0
2023-07-14,松木主任におわび　手術指示4件,10.0
2023-07-14,患者からの問い合わせ対応(石黒さん),10.0
2023-07-14,レターケース/OBC/メール確認　1130,10.0
2023-07-14,小林先生の白衣準備,10.0
2023-07-14,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-14,小林先生のクラーク準備　予約確認,10.0
2023-07-15,当院のタスクシフトの状況報告　900-1030,100.0
2023-07-15,6月のADRデータ提出マクロ作成　便潜血陽性大腸癌患者リスト,40.0
2023-07-15,6診スリット画像が傾く修正(中山さん),10.0
2023-07-15,レターケース/OBC/メール確認　1130,10.0
2023-07-15,手術指示の訂正（花崎さん）,10.0
2023-07-15,植田センター長からのご依頼確認,10.0
2023-07-15,翌週の予定確認とwill doリスト作成　1140,10.0
2023-07-15,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-07-15,石田先生と鈴木先生の金曜日の診察人数確認,5.0
2023-07-15,トーリックIOL発注確認 1件,5.0
2023-07-17,2023年医療秘書学科実習の準備,70.0
2023-07-17,レターケース/OBC/メール確認　1130,10.0
2023-07-17,翌日の予定確認とwill doリスト作成　1710,10.0
2023-07-17,トーリックIOL発注確認,10.0
2023-07-17,鈴木先生の土曜日の診察人数確認,5.0
2023-07-18,岩口先生のクラーク　スリットのシールド　900-1200,180.0
2023-07-18,翌日の予定確認とwill doリスト作成,10.0
2023-07-18,午後の実習場所の説明(高宮さん),10.0
2023-07-18,眼科入院手術登録　1件,10.0
2023-07-18,眼科入院手術登録の修正,10.0
2023-07-18,須田さんの勤務記録の提出,10.0
2023-07-18,今週の行動計画作成,10.0
2023-07-18,レターケース/OBC/メール確認,10.0
2023-07-19,翌週の手術指示確認,120.0
2023-07-19,A定数の説明　鈴木先生　根拠はULIB　,60.0
2023-07-19,医療秘書課2023年度第2四半期行動計画作成,40.0
2023-07-19,金沢大学附属病院への紹介状 ID10393 橋本副院長診察後に手渡し　1730,30.0
2023-07-19,実習の打ち合わせ,20.0
2023-07-19,翌月のアイセンター外来診察介助一覧の配信と差し替え,20.0
2023-07-19,レターケース/OBC/メール確認　1130,10.0
2023-07-19,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-19,eye bankの手続き（橋本副院長）,10.0
2023-07-19,トーリックIOL発注依頼書表紙の確認(山本さん),10.0
2023-07-19,入籍の案内　タイミングの相談,10.0
2023-07-19,入院手術登録の相談(高宮さん),10.0
2023-07-19,ICL手術予約の相談(奥野さん),10.0
2023-07-19,アイセンター外来診察室　ベテランくんの更新確認（情報室）,10.0
2023-07-19,今月の夕礼の案内(16時10分～)(医療秘書課),5.0
2023-07-19,鈴木先生の土曜日の診察人数確認,5.0
2023-07-19,アイセンタークラーク会合の日程連絡,5.0
2023-07-20,医療秘書課2023年度第2四半期行動計画作成　900-1030,100.0
2023-07-20,眼目先生と打ち合わせ（あやめ相談室）　1030準備　11時頃,20.0
2023-07-20,眼科紹介状作成 1通,20.0
2023-07-20,トーリックIOL発注確認,10.0
2023-07-20,わかばカンファレンス室イヤホン準備　820,10.0
2023-07-20,眼科紹介状確認 1通,10.0
2023-07-20,手術指示確認　ID209156　1130,10.0
2023-07-20,レターケース/OBC/メール確認　1130,10.0
2023-07-20,翌日の予定確認とwill doリスト作成　1140,10.0
2023-07-21,医療秘書課2023年度第2四半期行動計画作成　900-1030,100.0
2023-07-21,紹介状確認後26番受付に渡す　ID208200,10.0
2023-07-21,いみず観光大使の報告(大代さん)(二村副院長),10.0
2023-07-21,レターケース/OBC/メール確認　1130,10.0
2023-07-21,医療秘書実習の謝礼入金(経理課),10.0
2023-07-21,7/24実習資料をノートパソコンに移す,10.0
2023-07-21,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-21,医師事務作業補助者の役割　まとめのスライド追加　医療秘書課ビジョン,10.0
2023-07-21,トーリックIOL発注確認,10.0
2023-07-22,医療秘書課2023年度第2四半期行動計画作成　1000-1100,40.0
2023-07-22,眼科紹介状作成,30.0
2023-07-22,アイセンター外来幹部会合の議題　橋本副院長水曜午後の会議　9月以降の予約状況,20.0
2023-07-22,6月のADRデータ提出マクロ作成　便潜血陽性大腸癌患者リスト,20.0
2023-07-22,翌週の予定確認とwill doリスト作成　1140,10.0
2023-07-22,レターケース/OBC/メール確認　1130,10.0
2023-07-22,翌月のアイセンター外来診察介助一覧の配信と差し替え,10.0
2023-07-22,rock-studyの対応確認(植田センター長) まず急ぎの作業がないかを確認,10.0
2023-07-22,医療秘書実習の最終確認,10.0
2023-07-22,高林さん欠勤、わかばカンファレンス室イアホンの回収、実習状況の確認(白岡さん),10.0
2023-07-22,5診ノートパソコンの回収,5.0
2023-07-22,石田先生と鈴木先生の金曜日の診察人数確認,5.0
2023-07-22,アイセンター外来診察室　ベテランくんの更新連絡（情報室）,5.0
2023-07-22,眼科紹介状の説明(高宮さん),5.0
2023-07-22,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-07-24,田中先生のクラーク　930-1130,120.0
2023-07-24,アイセンター外来幹部会合 1530-1615,60.0
2023-07-24,講義と振り返り（わかばカンファレンス→あやめ相談室）　850-930,40.0
2023-07-24,松島さんの欠勤対応と連絡,20.0
2023-07-24,コロナ対応,20.0
2023-07-24,翌日の予定確認とwill doリスト作成　1710,10.0
2023-07-24,田中先生のクラークと木曜岩口先生のクラーク依頼(石黒さん),10.0
2023-07-24,アイセンター外来幹部会合の会場準備 1510,10.0
2023-07-24,7/25岩口先生と芳村先生の事前オーダー入力,10.0
2023-07-24,7/25芳村先生呼び込み応援の依頼(看護部),10.0
2023-07-24,レターケース/OBC/メール確認　1130,10.0
2023-07-24,眼科申し送り書の仕分けと配布の依頼(石黒さん)　先週の時間外の確認,10.0
2023-07-24,田中先生のクラークと午後の透析業務依頼(花崎さん),10.0
2023-07-24,北山さんに挨拶,10.0
2023-07-24,紹介状自宅へ郵送　ID210125　午前中,10.0
2023-07-24,鈴木先生の土曜日の診察人数確認,5.0
2023-07-25,岩口先生のクラーク　スリットのシールド　900-1200,210.0
2023-07-25,新型コロナ対応,80.0
2023-07-25,白岡さんと鴨林さん欠勤連絡(医療秘書課),10.0
2023-07-25,翌日の予定確認とwill doリスト作成,10.0
2023-07-25,レターケース/OBC/メール確認,10.0
2023-07-26,渡辺先生のクラーク業務 900-1300,240.0
2023-07-26,翌週の手術指示確認,50.0
2023-07-26,今週の業務の打ち合わせ(小牧さん),20.0
2023-07-26,透析室業務　水～金午前は最小限　土曜日は不可　紹介状は作成不可　返書は来週,10.0
2023-07-26,整形外科非常勤医師の対応不可　土曜日午前(看護部)　わからないことは太田先生に聞いてもらう,10.0
2023-07-26,13診マウス交換,10.0
2023-07-26,レターケース/OBC/メール確認　1130,10.0
2023-07-26,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-26,7/26～7/29　眼科以外の書類の対応は原則不可(寺井さん),10.0
2023-07-26,白岡さん欠勤連絡(豊田先生)(高林さん)　HP問い合わせ,10.0
2023-07-27,太田先生のクラーク業務,270.0
2023-07-27,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-27,橋本副院長最終返書ファイル確認,10.0
2023-07-27,石黒さんと相談　木金透析　クリーニング回収（できれば）,10.0
2023-07-27,整形外科金曜夕方非常勤医師の対応は不可　パスワードはお伝えする（看護部）,10.0
2023-07-27,レターケース/OBC/メール確認　1130,10.0
2023-07-27,トーリックIOL発注確認,10.0
2023-07-27,アイセンター外来幹部会合の発言内容確認(福留副科長) 午前中,5.0
2023-07-28,太田先生のクラーク業務 900-1230,210.0
2023-07-28,コロナ対応,30.0
2023-07-28,実習評価表の作成と郵送,20.0
2023-07-28,眼科紹介状確認　2通,20.0
2023-07-28,トーリックIOL発注確認,10.0
2023-07-28,翌日の予定確認とwill doリスト作成　1910,10.0
2023-07-28,透析室8月分のオーダー控え発行　7/31まで,10.0
2023-07-28,今週の予定,10.0
2023-07-28,橋本副院長最終返書ファイル確認,10.0
2023-07-28,土曜日の電話当番（高宮さん）（看護部）,10.0
2023-07-28,山本先生のクラーク（石黒さん）　電話は植田さんへ,10.0
2023-07-28,レターケース/OBC/メール確認　1130,10.0
2023-07-28,抗原検査キット受け取り,5.0
2023-07-28,謝礼受け取り(徳永先生),5.0
2023-07-29,相馬先生のクラーク業務 900-1300,240.0
2023-07-29,翌週の予定確認とwill doリスト作成　1140,10.0
2023-07-29,レターケース/OBC/メール確認　1130,10.0
2023-07-29,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-07-29,石田先生と鈴木先生の金曜日の診察人数確認,5.0
2023-07-31,実習評価表の作成と郵送,60.0
2023-07-31,6月のADRデータ提出　便潜血陽性大腸癌患者リスト（白岡さん）,50.0
2023-07-31,眼科紹介状　ID165653　ID101226,40.0
2023-07-31,状況確認　松島さん　白岡さん　鴨林さん,20.0
2023-07-31,医療秘書課夕礼　1610-1620,20.0
2023-07-31,濾過胞再建術（ニードリング）の眼科用MMCオーダー登録,20.0
2023-07-31,石田先生と鈴木先生の給与データ報告,10.0
2023-07-31,トーリックIOL発注確認,10.0
2023-07-31,入籍祝いの出金(経理課)　1130,10.0
2023-07-31,橋本副院長最終返書ファイル確認　鎌田先生追加,10.0
2023-07-31,アイセンター非常勤医師勤務記録の確認と提出,10.0
2023-07-31,整形外科術前検査オーダーと診療情報提供書の依頼(小牧さん),10.0
2023-07-31,レターケース/OBC/メール確認　1130,10.0
2023-07-31,書類をシュレッダーにかける　夕方,10.0
2023-07-31,翌日の予定確認とwill doリスト作成　1710,10.0
2023-07-31,状況確認　吉崎さん,10.0
2023-07-31,鈴木先生の土曜日の診察人数確認,5.0
2023-07-31,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-08-01,岩口先生のクラーク　スリットのシールド　900-1200,180.0
2023-08-01,大代さんの状況確認　835,10.0
2023-08-01,レターケース/OBC/メール確認,10.0
2023-08-01,前月のOBC内容確認,10.0
2023-08-01,今週のハイライトを決める,10.0
2023-08-01,翌日の予定確認とwill doリスト作成,10.0
2023-08-02,クリニカルパス異常時指示　ルネスタの薬品名変更,150.0
2023-08-02,整形外科外来クラスター対策会合の日程調整(真鍋院長),60.0
2023-08-02,翌週の手術指示確認,60.0
2023-08-02,ロックスタディ新規登録3名（植田センター長）,60.0
2023-08-02,レターケース/OBC/メール確認　1130,10.0
2023-08-02,翌日の予定確認とwill doリスト作成　1910,10.0
2023-08-02,いみず観光大使の様子(大代さん),10.0
2023-08-03,ロックスタディ新規登録3名（植田センター長）,60.0
2023-08-03,8/8大会議室の調整　明石補佐　梅原副科長,10.0
2023-08-03,掲示板の案内文作成（沖野さん）,10.0
2023-08-03,レターケース/OBC/メール確認　1130,10.0
2023-08-03,翌日の予定確認とwill doリスト作成　1140,10.0
2023-08-03,整形外科外来クラスター対策会合の日程調整(真鍋院長) 8/8 18時　大会議室　長谷師長は不参加,10.0
2023-08-03,トーリックIOL発注確認,10.0
2023-08-03,医療秘書課2023年度第2四半期行動計画作成,10.0
2023-08-03,wiLLDOリストマクロの更新　1つにまとめる,10.0
2023-08-03,今月の不在連絡と勤務申請(医療秘書課)(Gganka),10.0
2023-08-03,小林先生の白衣準備,10.0
2023-08-03,眼内レンズメーカー夏季休業の連絡,5.0
2023-08-04,鈴木先生のクラーク業務 1700-2000,180.0
2023-08-04,アイセンター朝昼外来掲示物の依頼(総務課),90.0
2023-08-04,小林先生のクラーク業務　倒像レンズ14D　点眼と器材確認　1630-1700,30.0
2023-08-04,HLA採血のオーダー確認(中野さん),20.0
2023-08-04,翌日の予定確認とwill doリスト作成　1910,10.0
2023-08-04,抗GQ1ｂ　ＩｇＧ抗体の保険病名確認(岩口先生),10.0
2023-08-04,小林先生の白衣片付け,10.0
2023-08-04,小林先生のクラーク準備　予約確認,10.0
2023-08-04,全体朝礼　830-840,10.0
2023-08-04,橋本副院長最終返書ファイル確認,10.0
2023-08-04,レターケース/OBC/メール確認　1130,10.0
2023-08-04,整形外科外来クラスター対策会合の手術室参加者確認(真鍋院長)　連絡待ち,10.0
2023-08-05,富山大学附属病院紹介状作成,30.0
2023-08-05,各種書類の氏名変更（沖野さん）　アイセンター外来診察予定表の原本,20.0
2023-08-05,目標チャレンジシートの更新 時間外マクロ更新,20.0
2023-08-05,医療秘書課2023年度第2四半期行動計画作成　,10.0
2023-08-05,アイセンター朝昼外来掲示物の依頼(総務課),10.0
2023-08-05,入籍祝いと名札を渡す(沖野さん)　840,10.0
2023-08-05,レターケース/OBC/メール確認　1130,10.0
2023-08-05,翌週の予定確認とwill doリスト作成　1140,10.0
2023-08-05,小児のマスク着用基準の確認(岩口先生)　植田センター長に小児用マスク購入の相談,10.0
2023-08-05,8/8会合　ZOOM設定の段取り,10.0
2023-08-05,大会議室8/8Zoom配信の設定確認（吉村さん）,10.0
2023-08-05,先月のローコスト活動の報告(福留副科長)　8/5まで,10.0
2023-08-05,納金確認（濱田先生）　午前中,10.0
2023-08-05,石田先生と鈴木先生の金曜日の診察人数確認,5.0
2023-08-05,症例登録票FAX,5.0
2023-08-05,バビースモ市販後調査の登録確認　前週土～今週金曜,5.0
2023-08-07,医療秘書課2023年度第2四半期行動計画作成　,100.0
2023-08-07,アイセンター朝昼外来掲示物の修正,40.0
2023-08-07,医療秘書課2023年度第2四半期行動計画作成　夕方,30.0
2023-08-07,田中先生金曜昼外来の対応,20.0
2023-08-07,涙小管切開のNSKの説明ID210534　(中野さん),20.0
2023-08-07,最終返書依頼確認フラグ鈴木先生のエラー(花崎さん),20.0
2023-08-07,依頼：ビビティのパワー確認 ID210959 ID146905(植田センター長）,20.0
2023-08-07,眼科紹介状の修正,10.0
2023-08-07,大会議室8/8Zoom配信の確認(原田先生)　夕方　連絡待ち,10.0
2023-08-07,翌日の予定確認とwill doリスト作成　1710,10.0
2023-08-07,ロービジョン外来の広報依頼　時間帯を福留副科長にメールで確認,10.0
2023-08-07,職員図書室エアコンのラベル作成　7－9月と12－2月は常時ON　夕方,10.0
2023-08-07,点滴オーダーの修正金川さん),10.0
2023-08-07,レターケース/OBC/メール確認　1130,10.0
2023-08-07,小児用マスク購入　6診察,10.0
2023-08-07,富山大学附属病院への連絡（橋本副院長）,10.0
2023-08-07,職員図書室トナーの補充（物品管理室)　白衣のクリーニングも,10.0
2023-08-07,トーリックIOL発注確認,10.0
2023-08-07,ストレスチェックの回答,10.0
2023-08-07,鈴木先生の土曜日の診察人数確認,5.0
2023-08-08,岩口先生のクラーク　スリットのシールド　900-1200,180.0
2023-08-08,クラスター対策会合　準備と参加(大会議室)　1730-1900,90.0
2023-08-08,大会議室8/8Zoom配信の設定確認　1740,10.0
2023-08-08,レターケース/OBC/メール確認,10.0
2023-08-08,泌尿器科のクラーク依頼 (大代さん),10.0
2023-08-08,医療秘書課2023年度第2四半期行動計画作成準備,10.0
2023-08-08,翌日の予定確認とwill doリスト作成,10.0
2023-08-08,ロービジョン外来の広報依頼,10.0
2023-08-08,貸し出し用ノートパソコンとウェブカメラを借りる　840,5.0
2023-08-09,リーダー研修(大講堂)　1330-1530,150.0
2023-08-09,医療秘書課2023年度第2四半期行動計画作成　900-1030,100.0
2023-08-09,翌週の手術指示確認,40.0
2023-08-09,コロナウイルス対応,30.0
2023-08-09,クラスター対策会合議事録の確認　連絡待ち,10.0
2023-08-09,レターケース/OBC/メール確認　1130,10.0
2023-08-09,お祝いの相談（白岡さん）,10.0
2023-08-09,山本さんの体調確認,10.0
2023-08-09,翌日の予定確認とwill doリスト作成　1910,10.0
2023-08-09,貸し出し用ノートパソコンとウェブカメラを返却　840,5.0
2023-08-10,しまひさの様のデータ提出(橋本副院長),30.0
2023-08-10,医療秘書課2023年度第2四半期行動計画作成　,30.0
2023-08-10,多焦点IOLの発注方法説明（沖野さん）,30.0
2023-08-10,眼科紹介状下書きと画像準備(ID85806)　8/12受診予定,20.0
2023-08-10,ロービジョン外来の広報依頼,10.0
2023-08-10,レターケース/OBC/メール確認　1130,10.0
2023-08-10,翌日の予定確認とwill doリスト作成　1140,10.0
2023-08-10,8/14夕方電話当番は岡本に変更の連絡,10.0
2023-08-10,トーリックIOL発注確認,10.0
2023-08-11,医療秘書課2023年度第2四半期行動計画作成　,100.0
2023-08-11,レターケース/OBC/メール確認　1130,10.0
2023-08-11,一時置き業務ファイル整理,10.0
2023-08-11,翌日の予定確認とwill doリスト作成　1910,10.0
2023-08-11,提出書類ファイル整理,10.0
2023-08-12,医療秘書課2023年度第2四半期行動計画作成　,130.0
